,Age,Finances,Gender,History,Internet usage,Loneliness,Mathematics,Movies,Music,Parents Advice,Pets,Siblings,Spiders,Techno,Village - town
695,23.0,3.0,female,4.0,few hours a day,3.0,2.0,4.0,5.0,Sometimes,5.0,0.0,5.0,3.0,city
696,18.0,3.0,female,3.0,less than an hour a day,4.0,2.0,5.0,5.0,Sometimes,3.0,1.0,1.0,3.0,city
697,20.0,2.0,female,2.0,most of the day,4.0,4.0,5.0,5.0,Sometimes,1.0,1.0,5.0,1.0,city
698,19.0,1.0,female,3.0,most of the day,5.0,1.0,5.0,5.0,Always,2.0,0.0,2.0,2.0,city
699,20.0,2.0,female,2.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,1.0,1.0,2.0,2.0,city
700,26.0,4.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,5.0,3.0,2.0,1.0,village
701,21.0,4.0,female,5.0,few hours a day,3.0,3.0,5.0,5.0,Often,5.0,1.0,3.0,5.0,city
702,19.0,3.0,male,5.0,most of the day,5.0,5.0,4.0,5.0,Sometimes,2.0,2.0,4.0,1.0,city
703,23.0,1.0,male,3.0,few hours a day,1.0,1.0,5.0,4.0,Sometimes,5.0,1.0,1.0,1.0,city
704,21.0,3.0,female,2.0,less than an hour a day,3.0,1.0,5.0,5.0,Sometimes,4.0,2.0,5.0,2.0,village
705,22.0,3.0,female,4.0,few hours a day,1.0,4.0,5.0,5.0,Often,5.0,1.0,1.0,3.0,village
706,18.0,1.0,male,2.0,few hours a day,2.0,1.0,4.0,5.0,Sometimes,1.0,2.0,1.0,3.0,city
707,21.0,4.0,female,2.0,few hours a day,5.0,3.0,3.0,5.0,Often,2.0,1.0,1.0,2.0,village
708,23.0,3.0,male,2.0,few hours a day,3.0,3.0,5.0,5.0,Rarely,5.0,1.0,1.0,4.0,city
709,17.0,2.0,female,2.0,less than an hour a day,3.0,1.0,5.0,5.0,Sometimes,3.0,0.0,1.0,2.0,city
710,20.0,4.0,female,3.0,few hours a day,1.0,5.0,5.0,4.0,Often,2.0,1.0,2.0,1.0,city
711,22.0,4.0,female,3.0,few hours a day,4.0,1.0,3.0,4.0,Sometimes,5.0,1.0,2.0,1.0,village
712,20.0,3.0,female,1.0,few hours a day,1.0,1.0,5.0,5.0,Often,3.0,1.0,5.0,1.0,village
713,19.0,1.0,female,5.0,most of the day,3.0,1.0,3.0,5.0,Sometimes,3.0,2.0,5.0,2.0,village
714,25.0,5.0,female,3.0,less than an hour a day,2.0,3.0,5.0,5.0,Often,5.0,0.0,4.0,3.0,village
715,29.0,3.0,male,4.0,few hours a day,2.0,2.0,5.0,4.0,Sometimes,5.0,1.0,2.0,1.0,village
716,29.0,5.0,male,5.0,less than an hour a day,3.0,5.0,4.0,5.0,Often,2.0,2.0,3.0,3.0,village
717,17.0,3.0,female,3.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,5.0,1.0,3.0,1.0,city
718,17.0,3.0,female,3.0,less than an hour a day,4.0,1.0,5.0,5.0,Sometimes,4.0,1.0,5.0,,city
719,19.0,2.0,male,3.0,few hours a day,1.0,4.0,5.0,4.0,Sometimes,3.0,2.0,2.0,3.0,city
720,18.0,4.0,female,5.0,few hours a day,3.0,2.0,5.0,4.0,Often,1.0,2.0,1.0,2.0,city
721,20.0,4.0,female,1.0,less than an hour a day,3.0,3.0,4.0,5.0,Always,1.0,3.0,3.0,1.0,city
722,21.0,3.0,female,3.0,few hours a day,3.0,2.0,5.0,5.0,Often,1.0,0.0,2.0,2.0,city
723,18.0,,female,5.0,few hours a day,3.0,3.0,5.0,5.0,Often,1.0,1.0,5.0,1.0,city
724,19.0,3.0,female,2.0,few hours a day,3.0,2.0,5.0,4.0,Sometimes,2.0,1.0,5.0,2.0,city
725,19.0,1.0,male,5.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,3.0,0.0,1.0,3.0,village
726,20.0,2.0,male,2.0,less than an hour a day,5.0,1.0,5.0,5.0,Sometimes,5.0,2.0,3.0,4.0,city
727,19.0,3.0,male,1.0,less than an hour a day,1.0,3.0,3.0,5.0,Sometimes,1.0,1.0,3.0,5.0,village
728,18.0,1.0,female,5.0,few hours a day,3.0,5.0,5.0,5.0,Sometimes,5.0,1.0,5.0,3.0,village
729,18.0,3.0,male,4.0,few hours a day,3.0,4.0,,5.0,Often,5.0,1.0,2.0,3.0,city
730,16.0,,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Rarely,5.0,1.0,2.0,1.0,village
731,18.0,4.0,female,4.0,few hours a day,4.0,4.0,5.0,5.0,Often,1.0,1.0,1.0,2.0,city
732,19.0,3.0,female,5.0,few hours a day,2.0,3.0,4.0,5.0,Sometimes,1.0,0.0,2.0,2.0,village
733,24.0,3.0,female,5.0,most of the day,3.0,5.0,5.0,4.0,Sometimes,5.0,2.0,2.0,1.0,village
734,19.0,5.0,female,3.0,less than an hour a day,1.0,5.0,4.0,5.0,Always,1.0,3.0,1.0,1.0,city
735,,5.0,female,4.0,no time at all,2.0,3.0,3.0,2.0,Always,3.0,1.0,3.0,1.0,village
736,20.0,2.0,female,5.0,few hours a day,3.0,2.0,5.0,4.0,Sometimes,4.0,1.0,3.0,2.0,city
737,21.0,3.0,female,4.0,most of the day,4.0,1.0,5.0,5.0,Sometimes,5.0,0.0,3.0,3.0,city
738,23.0,2.0,male,1.0,few hours a day,2.0,4.0,5.0,5.0,Sometimes,4.0,2.0,1.0,,city
739,23.0,4.0,male,5.0,few hours a day,1.0,5.0,5.0,5.0,Sometimes,4.0,0.0,2.0,3.0,city
740,17.0,3.0,male,4.0,less than an hour a day,2.0,3.0,5.0,4.0,Often,4.0,1.0,3.0,2.0,city
741,18.0,3.0,female,5.0,few hours a day,4.0,5.0,5.0,5.0,Always,1.0,3.0,1.0,1.0,city
742,26.0,1.0,male,3.0,few hours a day,1.0,4.0,5.0,5.0,Never,1.0,5.0,2.0,5.0,village
743,22.0,1.0,male,1.0,few hours a day,3.0,3.0,1.0,2.0,Often,2.0,0.0,1.0,1.0,city
744,22.0,2.0,male,3.0,less than an hour a day,4.0,1.0,5.0,5.0,Rarely,3.0,2.0,1.0,,city
745,25.0,3.0,male,4.0,most of the day,2.0,4.0,4.0,5.0,Sometimes,4.0,2.0,3.0,5.0,village
746,21.0,3.0,female,1.0,few hours a day,3.0,5.0,5.0,5.0,Often,4.0,1.0,5.0,2.0,city
747,18.0,4.0,female,5.0,few hours a day,2.0,1.0,5.0,5.0,Often,1.0,2.0,1.0,3.0,city
748,15.0,3.0,female,3.0,less than an hour a day,3.0,2.0,5.0,5.0,Sometimes,5.0,2.0,5.0,3.0,city
749,17.0,3.0,male,4.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,4.0,0.0,3.0,1.0,city
750,22.0,4.0,female,4.0,less than an hour a day,2.0,4.0,4.0,5.0,Sometimes,1.0,6.0,1.0,1.0,city
751,21.0,4.0,female,2.0,few hours a day,3.0,1.0,5.0,5.0,Often,1.0,1.0,1.0,2.0,city
752,21.0,1.0,female,3.0,few hours a day,2.0,3.0,4.0,5.0,Often,1.0,3.0,2.0,4.0,village
753,19.0,2.0,female,4.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,5.0,3.0,2.0,1.0,village
754,26.0,1.0,male,3.0,few hours a day,1.0,4.0,4.0,4.0,Never,2.0,1.0,2.0,3.0,city
755,26.0,3.0,female,3.0,few hours a day,3.0,4.0,5.0,5.0,Sometimes,5.0,1.0,1.0,1.0,city
756,25.0,4.0,male,5.0,few hours a day,2.0,3.0,5.0,5.0,Often,5.0,2.0,1.0,4.0,city
757,19.0,4.0,female,2.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,4.0,3.0,2.0,5.0,village
758,20.0,3.0,male,2.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,4.0,1.0,2.0,5.0,village
759,18.0,4.0,male,5.0,few hours a day,4.0,4.0,5.0,5.0,Often,5.0,0.0,2.0,2.0,village
760,25.0,4.0,female,4.0,few hours a day,2.0,3.0,5.0,5.0,Sometimes,1.0,1.0,3.0,3.0,city
761,23.0,1.0,male,2.0,few hours a day,1.0,3.0,5.0,5.0,Rarely,2.0,1.0,1.0,2.0,city
762,24.0,2.0,male,5.0,less than an hour a day,1.0,3.0,5.0,5.0,Often,5.0,1.0,1.0,3.0,city
763,20.0,3.0,male,5.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,3.0,3.0,3.0,village
764,19.0,4.0,female,3.0,less than an hour a day,2.0,2.0,5.0,5.0,Often,2.0,2.0,5.0,1.0,village
765,18.0,4.0,male,2.0,few hours a day,4.0,3.0,5.0,5.0,Sometimes,3.0,1.0,1.0,2.0,village
766,25.0,4.0,female,4.0,most of the day,2.0,3.0,5.0,5.0,Always,4.0,2.0,4.0,4.0,city
767,22.0,3.0,male,3.0,few hours a day,1.0,3.0,4.0,1.0,Sometimes,3.0,2.0,3.0,2.0,city
768,26.0,2.0,male,3.0,few hours a day,3.0,2.0,4.0,4.0,Rarely,4.0,1.0,4.0,3.0,city
769,19.0,4.0,female,4.0,less than an hour a day,3.0,4.0,5.0,3.0,Sometimes,4.0,0.0,2.0,3.0,city
770,16.0,3.0,female,1.0,less than an hour a day,1.0,2.0,4.0,1.0,Rarely,2.0,2.0,5.0,1.0,city
771,18.0,4.0,male,3.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,1.0,0.0,1.0,1.0,city
772,20.0,3.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,4.0,1.0,4.0,1.0,city
773,17.0,3.0,female,3.0,less than an hour a day,4.0,3.0,5.0,5.0,Sometimes,4.0,0.0,5.0,2.0,city
774,20.0,2.0,female,4.0,most of the day,2.0,2.0,4.0,3.0,Often,1.0,0.0,2.0,1.0,city
775,19.0,1.0,female,3.0,few hours a day,5.0,2.0,5.0,5.0,Always,5.0,3.0,3.0,5.0,city
776,25.0,4.0,male,5.0,few hours a day,5.0,1.0,5.0,5.0,Always,3.0,1.0,1.0,5.0,village
777,19.0,3.0,male,2.0,few hours a day,5.0,1.0,5.0,5.0,Sometimes,1.0,1.0,1.0,3.0,city
778,18.0,2.0,female,2.0,few hours a day,2.0,2.0,5.0,5.0,Sometimes,5.0,0.0,5.0,1.0,city
779,17.0,2.0,female,5.0,less than an hour a day,1.0,2.0,5.0,5.0,Sometimes,5.0,0.0,5.0,3.0,village
780,18.0,3.0,male,5.0,few hours a day,3.0,4.0,5.0,5.0,Sometimes,5.0,1.0,1.0,4.0,city
781,20.0,2.0,female,5.0,less than an hour a day,3.0,1.0,4.0,4.0,Sometimes,5.0,1.0,1.0,2.0,city
782,17.0,4.0,female,2.0,most of the day,3.0,3.0,5.0,5.0,Often,5.0,3.0,2.0,2.0,village
783,21.0,4.0,male,5.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,5.0,1.0,1.0,4.0,village
784,19.0,2.0,male,4.0,few hours a day,3.0,2.0,5.0,4.0,Often,1.0,1.0,2.0,4.0,city
785,19.0,2.0,male,5.0,few hours a day,3.0,1.0,5.0,4.0,Rarely,4.0,0.0,1.0,1.0,city
786,19.0,3.0,male,4.0,few hours a day,2.0,2.0,4.0,5.0,Often,1.0,0.0,1.0,3.0,city
787,16.0,2.0,male,5.0,few hours a day,2.0,3.0,5.0,5.0,Often,2.0,1.0,1.0,3.0,city
788,18.0,4.0,female,2.0,less than an hour a day,3.0,1.0,4.0,5.0,Sometimes,1.0,2.0,1.0,1.0,city
789,19.0,2.0,male,3.0,most of the day,1.0,1.0,5.0,5.0,Often,5.0,3.0,3.0,4.0,village
790,20.0,4.0,female,3.0,few hours a day,5.0,3.0,5.0,5.0,Rarely,1.0,,2.0,4.0,village
791,19.0,1.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,1.0,1.0,2.0,3.0,city
792,21.0,3.0,male,4.0,less than an hour a day,2.0,1.0,3.0,5.0,Often,3.0,1.0,1.0,3.0,village
793,24.0,4.0,male,3.0,few hours a day,3.0,4.0,5.0,2.0,Always,2.0,2.0,1.0,4.0,city
794,23.0,5.0,male,2.0,less than an hour a day,1.0,1.0,5.0,4.0,Sometimes,5.0,1.0,1.0,1.0,city
795,30.0,5.0,female,4.0,most of the day,3.0,4.0,4.0,5.0,Often,5.0,0.0,5.0,1.0,city
796,27.0,4.0,male,3.0,less than an hour a day,2.0,4.0,3.0,3.0,Often,4.0,3.0,5.0,2.0,city
797,19.0,3.0,male,2.0,few hours a day,5.0,2.0,5.0,5.0,Sometimes,1.0,1.0,1.0,3.0,city
798,18.0,3.0,female,5.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,1.0,2.0,3.0,2.0,city
799,18.0,4.0,male,4.0,few hours a day,4.0,4.0,5.0,5.0,Sometimes,5.0,2.0,3.0,2.0,city
800,17.0,5.0,male,1.0,few hours a day,2.0,4.0,5.0,5.0,Sometimes,1.0,2.0,3.0,1.0,city
801,30.0,1.0,female,2.0,less than an hour a day,3.0,1.0,5.0,4.0,Never,2.0,1.0,1.0,4.0,village
802,19.0,4.0,female,3.0,few hours a day,1.0,1.0,5.0,5.0,Sometimes,4.0,0.0,5.0,4.0,city
803,27.0,3.0,female,3.0,most of the day,3.0,1.0,5.0,5.0,Often,3.0,5.0,5.0,1.0,village
804,21.0,1.0,female,1.0,most of the day,2.0,1.0,5.0,5.0,Often,5.0,1.0,5.0,2.0,village
805,17.0,3.0,female,5.0,few hours a day,3.0,1.0,2.0,5.0,Often,4.0,3.0,5.0,3.0,city
806,20.0,3.0,male,5.0,few hours a day,2.0,1.0,5.0,1.0,Sometimes,5.0,1.0,1.0,1.0,city
807,20.0,3.0,male,3.0,few hours a day,3.0,1.0,5.0,3.0,Rarely,5.0,0.0,4.0,1.0,city
808,20.0,2.0,male,2.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,1.0,1.0,2.0,3.0,city
809,18.0,2.0,male,4.0,most of the day,1.0,1.0,4.0,4.0,Rarely,1.0,0.0,1.0,1.0,city
810,20.0,1.0,male,4.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,5.0,1.0,5.0,1.0,city
811,20.0,4.0,male,4.0,few hours a day,4.0,2.0,4.0,5.0,Often,5.0,1.0,3.0,1.0,city
812,17.0,1.0,female,5.0,few hours a day,2.0,1.0,5.0,5.0,Rarely,4.0,1.0,1.0,1.0,city
813,19.0,1.0,male,3.0,few hours a day,1.0,1.0,5.0,5.0,Rarely,5.0,1.0,1.0,1.0,city
814,20.0,2.0,female,3.0,few hours a day,5.0,3.0,5.0,5.0,Never,5.0,1.0,5.0,5.0,city
815,20.0,3.0,male,4.0,few hours a day,1.0,4.0,5.0,5.0,Sometimes,5.0,1.0,1.0,2.0,city
816,21.0,2.0,male,5.0,few hours a day,1.0,3.0,5.0,5.0,Often,5.0,0.0,5.0,3.0,city
818,24.0,2.0,male,4.0,few hours a day,2.0,1.0,3.0,4.0,Sometimes,4.0,2.0,1.0,4.0,village
819,17.0,4.0,female,3.0,less than an hour a day,1.0,3.0,4.0,5.0,Sometimes,5.0,0.0,2.0,2.0,city
820,18.0,2.0,female,2.0,few hours a day,2.0,3.0,5.0,5.0,Often,1.0,1.0,4.0,1.0,city
821,17.0,1.0,male,5.0,few hours a day,4.0,1.0,5.0,5.0,Sometimes,5.0,1.0,3.0,1.0,city
822,19.0,4.0,female,4.0,few hours a day,3.0,1.0,3.0,5.0,Never,4.0,1.0,3.0,1.0,city
823,21.0,2.0,male,4.0,few hours a day,5.0,1.0,4.0,5.0,Rarely,1.0,0.0,2.0,3.0,city
824,29.0,4.0,female,5.0,most of the day,1.0,1.0,5.0,5.0,Sometimes,5.0,1.0,1.0,1.0,city
825,21.0,2.0,female,2.0,few hours a day,3.0,2.0,5.0,4.0,Sometimes,5.0,1.0,2.0,1.0,city
826,20.0,1.0,female,4.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,1.0,1.0,4.0,1.0,village
827,20.0,1.0,female,2.0,few hours a day,2.0,1.0,4.0,5.0,Often,2.0,1.0,2.0,1.0,city
828,19.0,4.0,male,2.0,few hours a day,2.0,3.0,5.0,1.0,Sometimes,2.0,1.0,2.0,4.0,village
829,20.0,3.0,female,3.0,few hours a day,5.0,2.0,5.0,5.0,Always,2.0,0.0,4.0,1.0,city
830,21.0,2.0,female,4.0,most of the day,3.0,5.0,5.0,5.0,Often,5.0,1.0,5.0,2.0,city
831,17.0,3.0,female,4.0,few hours a day,3.0,3.0,5.0,5.0,Often,3.0,2.0,3.0,3.0,village
832,20.0,1.0,female,3.0,few hours a day,2.0,1.0,3.0,5.0,Sometimes,2.0,1.0,5.0,1.0,village
833,19.0,4.0,male,3.0,few hours a day,3.0,2.0,5.0,3.0,Sometimes,1.0,1.0,2.0,2.0,city
834,21.0,2.0,male,2.0,less than an hour a day,2.0,1.0,5.0,4.0,Often,3.0,1.0,4.0,2.0,city
835,19.0,3.0,male,4.0,few hours a day,3.0,4.0,5.0,4.0,Sometimes,1.0,0.0,3.0,1.0,city
836,19.0,1.0,male,2.0,few hours a day,1.0,1.0,5.0,5.0,Rarely,4.0,0.0,1.0,1.0,city
837,20.0,2.0,male,3.0,few hours a day,1.0,4.0,4.0,5.0,Often,3.0,3.0,2.0,1.0,city
838,21.0,3.0,female,2.0,few hours a day,1.0,1.0,5.0,5.0,Never,5.0,0.0,5.0,2.0,city
839,23.0,2.0,female,2.0,few hours a day,2.0,1.0,5.0,4.0,Sometimes,5.0,1.0,2.0,1.0,city
840,24.0,4.0,female,1.0,most of the day,2.0,3.0,4.0,5.0,Often,3.0,1.0,2.0,1.0,city
841,19.0,1.0,male,3.0,few hours a day,5.0,1.0,3.0,5.0,Always,1.0,3.0,4.0,5.0,city
842,24.0,3.0,female,5.0,few hours a day,1.0,2.0,5.0,,Never,4.0,2.0,5.0,2.0,village
843,20.0,4.0,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,5.0,1.0,5.0,3.0,city
844,30.0,2.0,male,5.0,few hours a day,2.0,5.0,5.0,5.0,Often,4.0,2.0,1.0,4.0,city
845,20.0,1.0,female,5.0,most of the day,3.0,2.0,5.0,4.0,Sometimes,4.0,1.0,3.0,1.0,city
846,23.0,4.0,female,2.0,few hours a day,4.0,2.0,5.0,5.0,Often,5.0,4.0,5.0,5.0,city
847,19.0,1.0,female,3.0,few hours a day,5.0,1.0,5.0,5.0,Never,5.0,1.0,4.0,1.0,city
848,19.0,3.0,male,1.0,few hours a day,1.0,1.0,3.0,5.0,Rarely,2.0,4.0,1.0,2.0,city
849,22.0,2.0,female,1.0,most of the day,5.0,5.0,5.0,3.0,Rarely,4.0,2.0,4.0,1.0,village
850,17.0,5.0,female,2.0,few hours a day,2.0,1.0,5.0,4.0,Often,5.0,0.0,5.0,1.0,city
851,20.0,1.0,male,4.0,few hours a day,3.0,5.0,5.0,5.0,Always,3.0,2.0,1.0,5.0,city
852,19.0,4.0,male,4.0,few hours a day,1.0,3.0,5.0,5.0,Often,5.0,2.0,2.0,3.0,village
853,30.0,4.0,female,3.0,few hours a day,3.0,3.0,5.0,5.0,Always,5.0,4.0,1.0,1.0,village
854,27.0,2.0,male,2.0,few hours a day,3.0,3.0,4.0,5.0,Often,3.0,0.0,5.0,1.0,city
855,19.0,3.0,male,4.0,few hours a day,3.0,4.0,5.0,5.0,Often,3.0,1.0,4.0,4.0,city
856,17.0,2.0,female,4.0,few hours a day,2.0,4.0,5.0,5.0,Sometimes,5.0,1.0,4.0,3.0,city
857,20.0,4.0,male,2.0,most of the day,2.0,1.0,5.0,5.0,Often,5.0,1.0,2.0,5.0,village
858,20.0,4.0,male,5.0,few hours a day,5.0,2.0,5.0,3.0,Sometimes,1.0,2.0,1.0,1.0,village
859,20.0,2.0,male,3.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,5.0,1.0,2.0,4.0,city
860,20.0,2.0,male,3.0,few hours a day,1.0,1.0,5.0,5.0,Sometimes,4.0,2.0,3.0,5.0,city
861,18.0,1.0,female,4.0,few hours a day,2.0,2.0,5.0,5.0,Rarely,5.0,1.0,5.0,2.0,city
862,21.0,2.0,male,3.0,few hours a day,2.0,4.0,5.0,5.0,Often,5.0,2.0,1.0,4.0,city
863,21.0,3.0,male,3.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,5.0,1.0,2.0,5.0,village
864,20.0,2.0,male,4.0,few hours a day,4.0,3.0,5.0,5.0,Sometimes,3.0,1.0,4.0,3.0,village
865,17.0,4.0,female,2.0,less than an hour a day,2.0,3.0,5.0,4.0,Rarely,3.0,2.0,4.0,2.0,city
866,23.0,1.0,male,5.0,most of the day,3.0,2.0,3.0,4.0,Rarely,3.0,1.0,1.0,1.0,city
867,25.0,4.0,female,4.0,few hours a day,2.0,3.0,5.0,5.0,Often,5.0,1.0,5.0,1.0,city
868,18.0,4.0,male,2.0,few hours a day,2.0,2.0,4.0,5.0,Often,4.0,0.0,1.0,2.0,village
869,18.0,5.0,female,5.0,few hours a day,4.0,1.0,5.0,5.0,Rarely,5.0,1.0,3.0,1.0,city
870,25.0,4.0,female,2.0,few hours a day,1.0,3.0,5.0,5.0,Sometimes,2.0,1.0,4.0,4.0,city
871,21.0,1.0,male,5.0,most of the day,5.0,5.0,5.0,5.0,Always,5.0,1.0,5.0,3.0,village
872,20.0,3.0,male,2.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,2.0,1.0,2.0,4.0,village
873,21.0,3.0,male,3.0,few hours a day,2.0,2.0,5.0,4.0,Sometimes,2.0,0.0,2.0,4.0,city
874,18.0,4.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Often,4.0,1.0,2.0,3.0,city
875,20.0,1.0,female,1.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,5.0,2.0,1.0,4.0,village
876,19.0,5.0,male,2.0,few hours a day,4.0,5.0,5.0,5.0,Sometimes,4.0,1.0,2.0,3.0,city
877,22.0,4.0,male,4.0,few hours a day,3.0,3.0,5.0,5.0,Always,2.0,2.0,1.0,1.0,city
878,26.0,4.0,male,2.0,less than an hour a day,2.0,4.0,5.0,4.0,Often,4.0,3.0,2.0,4.0,city
879,23.0,2.0,male,2.0,less than an hour a day,2.0,4.0,5.0,4.0,Sometimes,5.0,0.0,1.0,5.0,city
880,18.0,4.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Often,4.0,1.0,2.0,4.0,city
881,18.0,4.0,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Rarely,5.0,1.0,4.0,1.0,city
882,16.0,2.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Often,1.0,1.0,1.0,4.0,city
883,19.0,4.0,female,4.0,few hours a day,4.0,1.0,5.0,5.0,Often,1.0,2.0,1.0,3.0,village
884,19.0,1.0,female,3.0,few hours a day,4.0,4.0,5.0,5.0,Sometimes,5.0,1.0,5.0,4.0,city
885,23.0,2.0,female,3.0,few hours a day,2.0,2.0,4.0,3.0,Often,5.0,0.0,1.0,3.0,city
886,21.0,2.0,male,1.0,few hours a day,2.0,4.0,5.0,5.0,Rarely,1.0,1.0,1.0,2.0,city
887,19.0,4.0,male,2.0,less than an hour a day,3.0,3.0,2.0,4.0,Sometimes,3.0,1.0,3.0,3.0,city
888,20.0,2.0,female,4.0,less than an hour a day,2.0,1.0,5.0,5.0,Often,5.0,1.0,3.0,2.0,city
889,22.0,1.0,female,5.0,few hours a day,4.0,1.0,5.0,5.0,Rarely,1.0,1.0,4.0,2.0,city
890,20.0,3.0,male,1.0,few hours a day,3.0,4.0,5.0,5.0,Sometimes,3.0,1.0,2.0,4.0,city
891,21.0,3.0,male,4.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,4.0,2.0,3.0,3.0,village
892,19.0,3.0,male,3.0,few hours a day,2.0,4.0,5.0,5.0,Sometimes,2.0,1.0,3.0,1.0,city
893,17.0,4.0,female,2.0,less than an hour a day,3.0,3.0,2.0,5.0,Sometimes,2.0,0.0,2.0,3.0,village
894,19.0,4.0,female,2.0,few hours a day,2.0,1.0,5.0,5.0,Often,4.0,2.0,3.0,1.0,city
895,16.0,3.0,male,2.0,few hours a day,3.0,1.0,4.0,4.0,Sometimes,4.0,1.0,3.0,3.0,village
896,22.0,4.0,male,4.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,3.0,1.0,2.0,1.0,village
897,23.0,2.0,male,2.0,few hours a day,2.0,4.0,4.0,5.0,Sometimes,3.0,2.0,2.0,2.0,city
898,28.0,3.0,female,4.0,less than an hour a day,2.0,1.0,5.0,5.0,Sometimes,3.0,2.0,2.0,1.0,village
899,20.0,2.0,male,4.0,few hours a day,3.0,3.0,3.0,5.0,Sometimes,5.0,2.0,1.0,1.0,city
900,21.0,3.0,male,2.0,few hours a day,3.0,2.0,4.0,5.0,Often,3.0,1.0,2.0,1.0,city
901,22.0,4.0,female,4.0,less than an hour a day,2.0,1.0,5.0,4.0,Often,5.0,1.0,5.0,1.0,city
902,,2.0,male,4.0,few hours a day,2.0,3.0,5.0,5.0,Sometimes,3.0,,4.0,2.0,city
903,19.0,4.0,male,5.0,few hours a day,2.0,5.0,3.0,5.0,Often,3.0,1.0,1.0,1.0,city
904,24.0,3.0,female,3.0,few hours a day,2.0,2.0,5.0,3.0,Often,1.0,1.0,1.0,1.0,city
905,23.0,4.0,male,5.0,few hours a day,1.0,1.0,5.0,5.0,Sometimes,2.0,1.0,1.0,3.0,city
906,21.0,2.0,female,5.0,less than an hour a day,3.0,1.0,5.0,5.0,Often,1.0,2.0,3.0,5.0,city
907,22.0,1.0,female,2.0,most of the day,3.0,2.0,4.0,5.0,Never,2.0,1.0,3.0,1.0,city
908,18.0,3.0,male,2.0,few hours a day,4.0,2.0,5.0,5.0,Often,2.0,1.0,3.0,3.0,city
909,28.0,4.0,female,3.0,less than an hour a day,5.0,2.0,3.0,5.0,Always,3.0,2.0,2.0,2.0,city
910,18.0,4.0,female,5.0,few hours a day,2.0,4.0,5.0,5.0,Often,1.0,0.0,1.0,1.0,city
911,23.0,4.0,female,5.0,few hours a day,4.0,5.0,4.0,5.0,Often,5.0,1.0,1.0,1.0,village
912,22.0,4.0,female,4.0,less than an hour a day,3.0,3.0,4.0,5.0,Often,4.0,1.0,,3.0,village
913,21.0,4.0,female,4.0,few hours a day,4.0,3.0,5.0,5.0,Sometimes,2.0,1.0,5.0,3.0,city
914,20.0,1.0,female,5.0,few hours a day,5.0,3.0,5.0,5.0,Rarely,3.0,1.0,1.0,2.0,city
915,18.0,5.0,female,1.0,few hours a day,3.0,2.0,5.0,4.0,Often,5.0,1.0,4.0,4.0,city
916,21.0,1.0,male,4.0,few hours a day,4.0,1.0,5.0,4.0,Sometimes,4.0,1.0,1.0,1.0,city
917,20.0,2.0,male,3.0,few hours a day,2.0,3.0,5.0,5.0,Rarely,3.0,1.0,1.0,3.0,village
918,21.0,4.0,female,5.0,most of the day,4.0,2.0,5.0,4.0,Sometimes,4.0,1.0,1.0,1.0,village
919,21.0,2.0,female,5.0,few hours a day,3.0,2.0,5.0,5.0,Often,1.0,1.0,2.0,1.0,city
920,20.0,3.0,female,3.0,few hours a day,1.0,1.0,3.0,4.0,Sometimes,1.0,2.0,3.0,1.0,city
921,17.0,4.0,male,2.0,few hours a day,2.0,3.0,4.0,5.0,Never,4.0,0.0,2.0,3.0,city
922,20.0,3.0,female,2.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,5.0,1.0,5.0,4.0,city
923,23.0,2.0,female,3.0,few hours a day,4.0,1.0,5.0,5.0,Often,3.0,3.0,4.0,3.0,city
924,19.0,4.0,female,3.0,few hours a day,1.0,1.0,5.0,5.0,Often,5.0,0.0,1.0,1.0,city
